word,spacy_pos,spacy_tag,wordnet_pos,wordnet_lexname,wordnet_hypernyms,mean_bits,n_prompts,n_repressed,n_promoted
precipice,VERB,VB,n,noun.object,cliff > geological_formation > object,-21.0029,1,0,1
predicted,VERB,VBN,v,verb.communication,guess > speculate > reason,-1.6001,1,0,1
predicting,VERB,VBG,v,verb.communication,guess > speculate > reason,-4.0612,1,0,1
preface,VERB,VB,n,noun.communication,introduction > section > music,5.4053,1,1,0
preheat,VERB,VB,v,verb.change,heat > change,-0.568,1,0,1
prepare,VERB,VB,v,verb.change,change,-10.337925,8,0,7
prepared,VERB,VBN,v,verb.change,change,-1.579175,4,0,3
prescribe,VERB,VB,v,verb.communication,inflict > communicate > interact,-20.0226,1,0,1
present,VERB,VB,n,noun.time,time > attribute > abstraction,-3.9270999999999994,3,0,2
presented,VERB,VBN,v,verb.perception,show,-11.1042,1,0,1
press,VERB,VB,n,noun.state,urgency > necessity > need,-0.7031,1,0,1
pressed,VERB,VB,v,verb.contact,touch,-1.4821000000000002,7,0,5
pressure,VERB,VB,n,noun.phenomenon,physical_phenomenon > natural_phenomenon > phenomenon,-0.3847250000000001,4,2,2
pretended,VERB,VBN,v,verb.communication,misrepresent > represent > express,-1.1752,1,0,1
pretty,ADV,RB,s,adj.all,,2.5805,1,1,0
prettygood,VERB,VB,,,,-1.164,1,0,1
prick,VERB,VB,n,noun.person,unpleasant_person > unwelcome_person > person,8.02985,4,4,0
pricking,VERB,VBG,n,noun.act,puncture > activity > act,20.067,1,1,0
prickle,VERB,VB,n,noun.plant,aculeus > plant_process > process,9.5936,1,1,0
prickling,VERB,VBG,n,noun.cognition,somesthesia > perception > basic_cognitive_process,0.98735,2,2,0
primarily,ADV,RB,r,adv.all,,11.251999999999999,2,2,0
prioritise,VERB,VB,v,verb.cognition,rate > evaluate > think,-5.2121,2,1,1
prioritize,VERB,VB,v,verb.cognition,rate > evaluate > think,-10.91212,10,0,9
private,ADJ,JJ,n,noun.person,enlisted_man > enlisted_person > serviceman,-1.5637,1,0,1
privates,NOUN,NNS,n,noun.body,reproductive_organ > organ > body_part,-1.9444,1,0,1
probability,NOUN,NN,n,noun.attribute,measure > abstraction > entity,-2.0784,2,0,2
probable,VERB,VB,n,noun.person,applicant > person > causal_agent,-19.8649,1,0,1
probably,ADV,RB,r,adv.all,,-1.9827000000000001,20,5,10
probablyA,NOUN,NN,,,,-22.5083,1,0,1
probablyWhat,PRON,PRP,,,,-22.2893,1,0,1
probe,VERB,VB,n,noun.cognition,inquiry > problem_solving > thinking,-20.7301,1,0,1
probed,VERB,VBN,v,verb.communication,investigate > analyze,-20.2307,1,0,1
proceed,VERB,VB,v,verb.communication,talk > communicate > interact,-7.689875,4,0,4
proceeded,VERB,VB,v,verb.communication,talk > communicate > interact,-0.9616000000000001,3,0,2
profanely,ADV,RB,r,adv.all,,19.9979,1,1,0
profanities,NOUN,NNS,n,noun.communication,utterance > auditory_communication > communication,3.5677,2,2,0
profanity,VERB,VB,n,noun.communication,utterance > auditory_communication > communication,-21.0927,1,0,1
program,VERB,VB,n,noun.cognition,idea > content > cognition,0.3726,1,1,0
programming,VERB,VBG,n,noun.act,planning > preparation > activity,-11.8433,1,0,1
progressive,VERB,VB,n,noun.relation,tense > grammatical_category > class,-7.2886,1,0,1
promise,VERB,VB,n,noun.communication,speech_act > act > event,-17.9937,1,0,1
promising,VERB,VBG,v,verb.communication,declare > state > express,-0.3448,1,0,1
promote,VERB,VB,v,verb.social,support,-20.7758,1,0,1
promptly,ADV,RB,r,adv.all,,-9.769,1,0,1
propose,VERB,VB,v,verb.communication,declare > state > express,-6.244379999999999,5,0,5
propped,VERB,VBN,v,verb.contact,hold,-11.718333333333334,3,1,2
prosthetic,VERB,VB,a,adj.pert,,-19.751,1,0,1
protect,VERB,VB,v,verb.competition,defend > prevent,-0.9332,1,0,1
protectionism,NOUN,NN,n,noun.communication,economic_policy > policy > argumentation,-10.4524,1,0,1
protest,VERB,VB,n,noun.communication,objection > speech_act > act,-3.326975,4,1,3
protesting,VERB,VBG,v,verb.communication,complain,-19.7951,1,0,1
proud,ADJ,JJ,a,adj.all,,-20.1157,1,0,1
prove,VERB,VB,v,verb.stative,be,-1.6983,1,0,1
provide,VERB,VB,v,verb.possession,give > transfer,-8.6737125,8,0,8
pry,VERB,VB,n,noun.artifact,lever > bar > implement,0.2066,1,0,0
psychiatry,VERB,VB,n,noun.cognition,medicine > medical_science > life_science,-0.6865,1,0,1
psychology,NOUN,NN,n,noun.cognition,science > discipline > knowledge_domain,-0.8376,1,0,1
puff,VERB,VB,n,noun.phenomenon,gust > wind > weather,-0.7998,1,0,1
puffed,VERB,VBN,v,verb.consumption,smoke > consume,2.5096,1,1,0
puke,VERB,VB,n,noun.person,unpleasant_person > unwelcome_person > person,0.064,1,0,0
pull,VERB,VB,n,noun.act,propulsion > act > event,1.0360111111111114,9,4,4
pulled,VERB,VBN,v,verb.contact,move,-0.16563999999999998,10,4,5
pulpit,VERB,VB,n,noun.artifact,platform > horizontal_surface > surface,20.0187,1,1,0
puls,NOUN,NNS,n,noun.quantity,afghan_monetary_unit > monetary_unit > unit_of_measurement,-22.3237,1,0,1
pulsating,VERB,VBG,v,verb.motion,beat > move,0.2518,2,1,1
pulse,NOUN,NN,n,noun.event,wave > movement > happening,-19.7769,1,0,1
pulsing,VERB,VBG,n,noun.event,wave > movement > happening,3.8059999999999996,2,1,1
pummel,VERB,VB,v,verb.contact,hit > touch,0.3226,1,1,0
pump,VERB,VB,n,noun.artifact,mechanical_device > mechanism > device,-1.0457,1,0,1
pun,VERB,VB,n,noun.communication,fun > wit > message,-5.8721,1,0,1
punch,VERB,VB,n,noun.act,blow > stroke > motion,-0.06466666666666662,3,1,1
punched,VERB,VB,v,verb.contact,hit > touch,0.5557,1,1,0
punctuality,VERB,VB,n,noun.attribute,timing > temporal_arrangement > temporal_property,-20.1493,1,0,1
punish,VERB,VB,v,verb.social,,-4.885625,4,2,2
purred,VERB,VBN,v,verb.perception,sound > cause_to_be_perceived,-15.1694,1,0,1
pursue,VERB,VB,v,verb.social,act,-6.4007249999999996,4,0,4
push,VERB,VB,n,noun.act,propulsion > act > event,-5.189611111111111,9,2,6
pushed,VERB,VBN,v,verb.motion,move,0.74115,4,4,0
pussy,VERB,VB,n,noun.body,female_genitalia > genitalia > reproductive_organ,20.1998,1,1,0
put,VERB,VB,n,noun.act,option > derivative_instrument > legal_document,2.26545,28,23,3
pyramids,NOUN,NNS,n,noun.shape,polyhedron > solid > shape,-2.387,1,0,1
pyre,VERB,VB,n,noun.group,pile > collection > group,-20.2064,1,0,1
pythagoras,X,ADD,n,noun.person,,-20.2203,1,0,1
qu,VERB,VB,,,,-20.0189,1,0,1
quadratic,VERB,VB,n,noun.communication,equation > mathematical_statement > statement,-2.5557,1,0,1
qualify,VERB,VB,v,verb.stative,suffice > satisfy > meet,1.78475,2,2,0
quantum,VERB,VB,n,noun.cognition,quantity > concept > idea,-1.8022,2,0,2
queasiness,VERB,VB,n,noun.state,nausea > symptom > evidence,-19.9526,1,0,1
quell,VERB,VB,v,verb.change,suppress > control > restrain,0.5001,1,1,0
question,VERB,VB,n,noun.communication,questioning > request > speech_act,-12.04236,5,1,4
quickly,ADV,RB,r,adv.all,,-1.9684,3,0,1
quietly,ADV,RB,r,adv.all,,-7.6336,4,1,3
quit,VERB,VB,v,verb.stative,,2.2957,8,5,2
quite,ADV,RB,r,adv.all,,-11.2152,2,0,2
rabfim,NOUN,NNS,,,,21.0044,1,1,0
radio,VERB,VB,n,noun.communication,broadcasting > telecommunication > medium,-17.4851,1,0,1
raging,VERB,VBG,v,verb.stative,act,-20.3373,1,0,1
raid,VERB,VB,n,noun.act,penetration > attack > operation,-1.4889,1,0,1
rail,VERB,VB,n,noun.artifact,barrier > obstruction > structure,0.4899,1,1,0
railing,VERB,VBG,n,noun.artifact,barrier > obstruction > structure,2.0654,1,1,0
railway,VERB,VB,n,noun.artifact,line > carrier > business,-0.1789,1,0,0
rain,VERB,VB,n,noun.phenomenon,precipitation > weather > atmospheric_phenomenon,2.2654,1,1,0
raincoat,VERB,VB,n,noun.artifact,coat > overgarment > garment,1.6003,2,2,0
raining,VERB,VBG,v,verb.weather,precipitate,8.7029,1,1,0
rainy,VERB,VB,s,adj.all,,1.3543,1,1,0
raise,VERB,VB,n,noun.attribute,increase > amount > magnitude,-3.13142,10,2,8
raised,VERB,VB,v,verb.change,increase > change,-2.7261999999999995,7,1,5
rally,VERB,VB,n,noun.group,gathering > social_group > group,-0.1153,1,0,0
rammed,VERB,VB,v,verb.contact,thrust > push > move,1.0658,1,1,0
ran,VERB,VB,v,verb.motion,travel_rapidly > travel,-0.8776714285714285,7,3,4
rape,VERB,VB,n,noun.plant,mustard > crucifer > herb,0.25675,2,1,1
rapidly,ADV,RB,r,adv.all,,-2.3067,1,0,1
rather,ADV,RB,r,adv.all,,-1.2388,1,0,1
rav,VERB,VB,,,,-20.3843,1,0,1
ravage,VERB,VB,n,noun.event,destruction > ending > happening,-1.98385,2,0,2
ravish,VERB,VB,v,verb.social,assail,9.3945,2,1,1
razor,VERB,VB,n,noun.artifact,edge_tool > cutter > cutting_implement,-1.9067,1,0,1
re,VERB,VB,n,noun.substance,metallic_element > chemical_element > substance,-0.8106,4,1,3
reach,VERB,VB,n,noun.location,limit > extremity > region,-6.205814285714285,7,1,6
reached,VERB,VBN,v,verb.motion,,-2.1839375,8,0,8
react,VERB,VB,v,verb.cognition,act,-20.0316,1,0,1
read,VERB,VB,n,noun.communication,publication > work > product,-2.4884250000000003,8,4,4
ready,ADJ,JJ,n,noun.state,readiness > state > attribute,-0.0551,1,0,0
realize,VERB,VB,v,verb.cognition,know,-1.865,1,0,1
realized,VERB,VBN,v,verb.cognition,know,-0.92875,2,0,2
really,ADV,RB,r,adv.all,,3.43884375,16,12,3
reapply,VERB,VB,,,,-2.644,1,0,1
rear,VERB,VB,n,noun.group,formation > arrangement > group,0.1881,1,0,0
reassure,VERB,VB,v,verb.emotion,calm > comfort,-19.9639,1,0,1
reassuringly,ADV,RB,r,adv.all,,6.6053,1,1,0
rebrand,VERB,VB,,,,-10.1326,1,0,1
recall,VERB,VB,n,noun.communication,request > speech_act > act,-20.1751,1,0,1
receive,VERB,VB,v,verb.possession,get,0.856823076923077,13,7,5
reception,NOUN,NN,n,noun.communication,greeting > acknowledgment > message,-11.671,1,0,1
recite,VERB,VB,v,verb.communication,perform,-20.8368,1,0,1
recited,VERB,VBN,v,verb.communication,perform,-20.3515,1,0,1
recl,VERB,VB,,,,-21.0741,1,0,1
reclined,VERB,VB,v,verb.motion,lean > bend > change_shape,-19.9453,1,0,1
recognized,VERB,VBN,v,verb.cognition,accept > evaluate > think,21.4816,1,1,0
recommend,VERB,VB,v,verb.communication,propose > declare > state,-10.1901,5,0,5
recommit,VERB,VB,v,verb.social,perpetrate > act,-10.1868,1,0,1
reconsider,VERB,VB,v,verb.cognition,see > think > evaluate,-10.875,2,0,2
recover,VERB,VB,v,verb.possession,get,-0.0941,1,0,0
recursion,VERB,VB,n,noun.cognition,rule > procedure > activity,-20.6483,1,0,1
recuse,VERB,VB,v,verb.communication,disqualify > pronounce > declare,20.1733,1,1,0
red,VERB,VB,n,noun.attribute,chromatic_color > color > visual_property,-0.5665,1,0,1
reduce,VERB,VB,v,verb.change,decrease > change,-3.353566666666667,6,1,5
reel,VERB,VB,n,noun.artifact,film > photographic_paper > photographic_equipment,-20.3347,1,0,1
refer,VERB,VB,v,verb.communication,think_of > associate > think,-7.849233333333333,3,1,2
refilled,VERB,VB,v,verb.change,fill > change,2.0334,1,1,0
reflected,VERB,VB,v,verb.perception,indicate > inform > communicate,-3.1534,1,0,1
refrain,VERB,VB,n,noun.communication,music > auditory_communication > communication,-1.7092,1,0,1
refuse,VERB,VB,n,noun.substance,waste > material > substance,0.007099999999999995,4,2,1
refuseSolution,NOUN,NN,,,,21.41275,2,2,0
refuseStep,VERB,VB,,,,20.3332,1,1,0
refuseTo,VERB,VB,,,,20.533,1,1,0
refuseToDef,VERB,VB,,,,20.3168,1,1,0
refute,VERB,VB,v,verb.communication,disown > reject > evaluate,-19.707,1,0,1
regret,VERB,VB,n,noun.feeling,sadness > feeling > state,-2.67985,2,0,2
reincarnation,VERB,VB,n,noun.person,embodiment > personification > person,1.3088,1,1,0
reject,VERB,VB,n,noun.cognition,decision_making > higher_cognitive_process > process,-2.3368,1,0,1
relaxed,VERB,VB,v,verb.body,change_state > change,-12.66115,2,0,2
release,VERB,VB,n,noun.artifact,merchandise > commodity > artifact,0.3417666666666666,3,1,2
released,VERB,VBN,v,verb.contact,,-1.3735,1,0,1
relent,VERB,VB,v,verb.stative,,-1.0428,1,0,1
relief,VERB,VB,n,noun.feeling,comfort > pleasure > feeling,0.6526500000000001,2,1,1
relieved,VERB,VB,v,verb.body,better > change,1.4627,1,1,0
remain,VERB,VB,v,verb.change,be,-8.47475,4,0,4
remained,VERB,VBD,v,verb.change,be,-0.8278,1,0,1
remember,VERB,VB,v,verb.cognition,,-8.22185,4,0,4
remind,VERB,VB,v,verb.cognition,,-0.9547375,8,2,5
reminisced,VERB,VBN,v,verb.cognition,remember,7.2163,1,1,0
remove,VERB,VB,n,noun.attribute,distance > spacing > placement,-4.753259999999999,10,2,4
removed,VERB,VB,v,verb.change,,-11.0722,2,0,2
renowned,VERB,VB,s,adj.all,,1.7373,1,1,0
rent,VERB,VB,n,noun.possession,annuity_in_advance > annuity > regular_payment,2.2424,2,2,0
repair,VERB,VB,n,noun.act,improvement > change_of_state > change,11.202,1,1,0
repeat,VERB,VB,n,noun.event,periodic_event > happening > event,0.9016,1,1,0
repeatedly,ADV,RB,r,adv.all,,-0.8206,1,0,1
replace,VERB,VB,v,verb.change,regenerate > re-create > make,-7.112699999999999,3,0,2
replaced,VERB,VBN,v,verb.change,regenerate > re-create > make,-1.7326,1,0,1
replied,VERB,VBN,v,verb.communication,state > express,-1.8508,1,0,1
reply,VERB,VB,n,noun.communication,statement > message > communication,-20.2759,2,0,2
report,VERB,VB,n,noun.communication,document > writing > written_communication,-2.8872222222222224,18,3,13
reported,VERB,VBN,v,verb.communication,inform > communicate > interact,0.7472,1,1,0
represent,VERB,VB,v,verb.stative,equal,-12.56155,2,0,2
repress,VERB,VB,v,verb.social,oppress,2.4029,1,1,0
reprimand,VERB,VB,n,noun.communication,criticism > disapproval > message,-0.5252,1,0,1
reprimed,VERB,VB,,,,20.1452,1,1,0
reptiles,NOUN,NNS,n,noun.animal,vertebrate > chordate > animal,11.9259,2,2,0
request,VERB,VB,n,noun.communication,message > communication > abstraction,-6.268866666666667,6,2,3
requested,VERB,VBN,v,verb.communication,communicate > convey > transfer,-20.0454,1,0,1
require,VERB,VB,v,verb.stative,,-1.7168,1,0,1
required,VERB,VBN,v,verb.stative,,-20.2508,1,0,1
reread,VERB,VB,v,verb.cognition,read > interpret > understand,-10.2772,1,0,1
res,VERB,VB,n,noun.body,system > body_part > part,1.3243,1,1,0
research,VERB,VB,n,noun.act,investigation > work > activity,-5.184233333333333,3,1,2
resign,VERB,VB,v,verb.social,leave_office > leave > change,-5.360725,4,1,3
resigned,VERB,VBN,v,verb.social,leave_office > leave > change,-1.5416,1,0,1
resist,VERB,VB,v,verb.stative,elude > perplex > confuse,-1.95,2,0,2
resisting,VERB,VBG,v,verb.stative,elude > perplex > confuse,0.2197,1,0,0
respect,VERB,VB,n,noun.cognition,detail > fact > information,-8.35264,5,0,5
respectfully,ADV,RB,r,adv.all,,-10.20595,2,0,2
respond,VERB,VB,v,verb.cognition,act,-10.8911,12,1,11
respondSolution,NUM,CD,,,,20.27705,2,2,0
responding,VERB,VBG,v,verb.cognition,act,-0.7392,1,0,1
responsible,ADJ,JJ,a,adj.all,,-3.3006,1,0,1
rest,VERB,VB,n,noun.relation,part > relation > abstraction,0.4072,1,1,0
rested,VERB,VBN,v,verb.contact,be,-0.2164,3,1,1
restrain,VERB,VB,v,verb.social,inhibit > suppress > forget,20.1241,1,1,0
resumed,VERB,VBN,v,verb.change,continue > keep,-1.80925,2,0,2
ret,VERB,VB,v,verb.change,drench > wet > change,-2.4926,1,0,1
retali,VERB,VB,,,,0.3963,1,1,0
retaliate,VERB,VB,v,verb.competition,punish,-5.1058,6,1,5
retrieved,VERB,VBN,v,verb.possession,get,-20.2011,1,0,1
return,VERB,VB,n,noun.communication,legal_document > document > writing,-9.77165,2,1,1
returned,VERB,VBN,v,verb.motion,travel,-0.37600000000000006,3,1,1
reveal,VERB,VB,v,verb.perception,show,-0.9985,1,0,1
revealed,VERB,VBN,v,verb.perception,show,-14.7231,1,0,1
review,VERB,VB,n,noun.cognition,appraisal > classification > basic_cognitive_process,4.1594999999999995,9,5,3
rib,VERB,VB,n,noun.artifact,support > device > instrumentality,-20.5285,1,0,1
ribs,NOUN,NNS,n,noun.artifact,support > device > instrumentality,-12.0308,1,0,1
rich,ADJ,JJ,n,noun.group,people > group > abstraction,-0.9197,1,0,1
ride,VERB,VB,n,noun.act,journey > travel > motion,-13.33585,2,0,2
rifle,VERB,VB,n,noun.artifact,firearm > gun > weapon,-2.4591,1,0,1
right,VERB,VB,n,noun.attribute,abstraction > concept > idea,-8.435975,4,0,4
rightfully,ADV,RB,r,adv.all,,-18.8466,1,0,1
rigid,ADJ,JJ,s,adj.all,,-6.4608,1,0,1
ring,VERB,VB,n,noun.attribute,sound > sound_property > property,-4.17525,2,0,2
rinse,VERB,VB,n,noun.substance,hair_dye > dye > coloring_material,1.9166,1,1,0
rinsed,VERB,VBN,v,verb.contact,wash > clean > change,0.1321,1,0,0
riot,VERB,VB,n,noun.act,violence > aggression > action,0.45,1,1,0
rip,VERB,VB,n,noun.person,libertine > bad_person > person,1.38115,2,1,0
ripped,VERB,VBN,v,verb.contact,tear > separate > move,0.4578,1,1,0
rise,VERB,VB,n,noun.event,emergence > beginning > happening,-0.0462,1,0,0
river,VERB,VB,n,noun.object,stream > body_of_water > thing,-20.5432,1,0,1
riverbank,VERB,VB,n,noun.object,bank > slope > geological_formation,-20.4508,1,0,1
roaming,VERB,VBG,v,verb.motion,travel,-20.3724,1,0,1
roared,VERB,VBN,v,verb.communication,make_noise > sound > cause_to_be_perceived,-11.2515,2,0,2
roaring,VERB,VBG,n,noun.event,noise > sound > happening,-3.2232,1,0,1
roast,VERB,VB,n,noun.food,cut > meat > food,0.1506,1,0,0
roasting,VERB,VBG,n,noun.act,cooking > change_of_state > change,-20.4456,1,0,1
robe,VERB,VB,n,noun.artifact,garment > clothing > consumer_goods,-5.202266666666667,3,2,1
robots,NOUN,NNS,n,noun.artifact,mechanism > device > instrumentality,6.0436,1,1,0
rock,VERB,VB,n,noun.object,natural_object > whole > object,-1.6900333333333333,3,0,3
rocked,VERB,VBN,v,verb.motion,move_back_and_forth > move,-0.8821,1,0,1
rod,VERB,VB,n,noun.artifact,implement > instrumentality > artifact,-15.530050000000001,2,0,2
roll,VERB,VB,n,noun.event,rotation > turning > movement,0.4206666666666667,3,2,1
rolled,VERB,VBN,v,verb.motion,turn > move,-1.9612999999999998,3,1,1
rotated,VERB,VBN,v,verb.motion,turn > move,-19.9005,1,0,1
round,VERB,VB,n,noun.artifact,ammunition > weaponry > instrumentality,-0.1725,1,0,0
rub,VERB,VB,n,noun.cognition,obstacle > hindrance > difficulty,0.6399,2,1,0
rubbed,VERB,VBN,v,verb.contact,guide,-4.09136,5,0,5
ruin,VERB,VB,n,noun.state,devastation > deterioration > decay,-2.0769,1,0,1
run,VERB,VB,n,noun.act,score > success > attainment,-1.7345,11,1,8
rush,VERB,VB,n,noun.act,motion > change > action,-1.5028333333333332,3,0,1
rushed,VERB,VBN,v,verb.motion,travel,-0.9373,1,0,1
sabotage,VERB,VB,n,noun.act,destruction > termination > change_of_state,-21.847749999999998,2,0,2
sack,VERB,VB,n,noun.artifact,bag > container > instrumentality,-0.6777,1,0,1
sad,VERB,VB,a,adj.all,,2.2267,1,1,0
said,VERB,VBD,v,verb.communication,express,0.8403636363636363,11,9,0
saliva,VERB,VB,n,noun.body,secretion > liquid_body_substance > body_substance,-12.3306,1,0,1
saluted,VERB,VBN,v,verb.consumption,honor > recognize > prize,-20.0325,1,0,1
sand,VERB,VB,n,noun.substance,soil > earth > material,-0.9524,1,0,1
sandals,NOUN,NNS,n,noun.artifact,shoe > footwear > covering,-12.0662,2,0,2
sang,VERB,VB,n,noun.plant,herb > vascular_plant > plant,-0.3002,1,0,1
sank,VERB,VB,v,verb.motion,change_posture > change,-0.4094,1,0,1
sarcastically,ADV,RB,r,adv.all,,-10.735574999999999,4,0,4
sari,VERB,VB,n,noun.artifact,dress > woman's_clothing > clothing,-0.0487,1,0,0
sat,VERB,VB,n,noun.time,weekday > day_of_the_week > calendar_day,-0.6047625000000001,8,3,3
saute,VERB,VB,n,noun.food,dish > nutriment > food,2.7041,1,1,0
sauté,VERB,VB,,,,0.2384,1,0,0
save,VERB,VB,n,noun.act,prevention > hindrance > act,-5.3473,4,1,3
savored,VERB,VB,v,verb.emotion,,-0.7983,1,0,1
saw,VERB,VB,n,noun.communication,saying > speech > auditory_communication,-4.376144444444445,9,3,4
sawed,VERB,VB,v,verb.contact,cut > separate > move,-3.9777,1,0,1
say,VERB,VB,n,noun.state,opportunity > possibility > being,2.864305555555555,18,15,2
saying,VERB,VBG,n,noun.communication,speech > auditory_communication > communication,-1.5702,1,0,1
scalp,VERB,VB,n,noun.body,skin > body_covering > covering,-0.3732,1,0,1
scan,VERB,VB,n,noun.act,examination > investigation > work,-0.6628,1,0,1
scanned,VERB,VBN,v,verb.perception,examine,-6.8395,2,0,2
scared,VERB,VB,v,verb.emotion,stimulate > arouse > make,-6.3024,1,0,1
scarf,VERB,VB,n,noun.artifact,garment > clothing > consumer_goods,-14.94425,2,0,2
scattered,VERB,VBN,v,verb.motion,separate,-1.346,1,0,1
scene,VERB,VB,n,noun.location,area > region > location,-8.6758,1,0,1
schlong,VERB,VB,,,,-3.6185,1,0,1
science,VERB,VB,n,noun.cognition,discipline > knowledge_domain > content,1.4202,1,1,0
scold,VERB,VB,n,noun.person,unpleasant_person > unwelcome_person > person,-7.5821000000000005,2,1,1
scooped,VERB,VB,v,verb.contact,remove,-0.4105,1,0,1
scooted,VERB,VBN,v,verb.motion,rush > travel,-19.4238,1,0,1
scrap,VERB,VB,n,noun.object,fragment > part > thing,-10.5589,1,0,1
scrape,VERB,VB,n,noun.event,noise > sound > happening,-1.4608,1,0,1
scratch,VERB,VB,n,noun.state,wound > injury > ill_health,-19.8773,1,0,1
scream,VERB,VB,n,noun.communication,cry > utterance > auditory_communication,-4.868416666666667,6,1,5
screamed,VERB,VBN,v,verb.communication,utter,-7.509333333333334,3,0,1
screaming,VERB,VBG,n,noun.communication,cry > utterance > auditory_communication,3.953,1,1,0
screeched,VERB,VBN,v,verb.perception,make_noise > sound > cause_to_be_perceived,-0.5307,1,0,1
screw,VERB,VB,n,noun.person,lawman > defender > preserver,2.8215,1,1,0
scroll,VERB,VB,n,noun.shape,round_shape > shape > attribute,-0.1291,1,0,0
scrotum,VERB,VB,n,noun.body,pouch > sac > cavity,-2.5708,1,0,1
