frm,to,fwd,rev,e_fwd,e_rev,p,bonf
walked,demanded,205,77,31,26,1.375706321295268e-14,True
rubbed,said,405,214,36,23,1.384530318289022e-14,True
made,peered,187,66,22,20,1.4032784490645675e-14,True
walked,studied,187,66,28,17,1.4032784490645675e-14,True
his,knocked,165,53,26,22,1.4184555305092704e-14,True
dragged,set,158,49,33,18,1.4379328191107492e-14,True
his,grabbed,244,102,28,27,1.470949193416824e-14,True
think,write,247,104,35,26,1.5001164567780116e-14,True
put,got,732,466,35,35,1.5002057376314077e-14,True
kissed,closed,280,126,32,27,1.51281119720687e-14,True
said,became,170,56,30,18,1.512955020346725e-14,True
saw,spoke,195,71,30,21,1.528964374478682e-14,True
struck,shouted,195,71,35,22,1.528964374478682e-14,True
sent,shook,190,68,32,24,1.5793958072175234e-14,True
would,so,163,52,28,21,1.5876058412413806e-14,True
asked,continued,509,292,34,31,1.607409741712206e-14,True
wrote,placed,353,177,31,29,1.690626772624718e-14,True
a,he,1348,978,37,37,1.76099751933946e-14,True
wrote,claimed,161,51,27,11,1.7737020799815083e-14,True
the,released,228,92,27,23,1.7957550740833074e-14,True
began,examined,188,67,25,21,1.8133672926561122e-14,True
kept,quickly,217,85,28,12,1.8156492571956934e-14,True
poured,began,272,121,34,23,1.8323647101833203e-14,True
had,sent,486,275,34,31,1.84026949407406e-14,True
fell,it,257,111,35,24,1.8510371734128594e-14,True
thought,let,263,115,28,25,1.8590077395987568e-14,True
called,stood,427,231,33,29,1.8829798908073075e-14,True
pointed,felt,220,87,33,18,1.9172067662121047e-14,True
i,her,585,351,38,31,1.9273581768948158e-14,True
looked,tucked,291,134,23,21,1.9339460086380117e-14,True
hit,smiled,196,72,31,18,1.94788551316534e-14,True
held,offered,288,132,30,22,1.978494719892255e-14,True
then,twisted,212,82,29,14,1.9919138621735992e-14,True
walked,handed,698,440,34,32,1.997481990319128e-14,True
it,squeezed,204,77,27,20,2.00577990454434e-14,True
didn't,sighed,171,57,20,10,2.0199486097919868e-14,True
took,spat,171,57,21,21,2.0199486097919868e-14,True
brought,said,738,472,38,34,2.0306846449058585e-14,True
they,this,409,218,31,30,2.0587224536151133e-14,True
it,turned,1368,996,36,36,2.0735866554596093e-14,True
could,found,215,84,32,19,2.118498989448552e-14,True
looked,pressed,476,268,32,32,2.197835902789265e-14,True
put,cried,194,71,22,21,2.2480367856481232e-14,True
put,tore,210,81,25,24,2.319637414372241e-14,True
let,stepped,414,222,32,29,2.3207844564174677e-14,True
will,they,189,68,35,16,2.332794983508349e-14,True
slipped,leaned,189,68,31,20,2.332794983508349e-14,True
had,returned,356,180,28,28,2.3934844584250762e-14,True
pointed,leaned,179,62,30,15,2.3960746507956234e-14,True
try,explain,238,99,27,23,2.3961420043590718e-14,True
brought,turned,457,254,35,27,2.3994575931621988e-14,True
tell,leave,299,140,37,31,2.442264672012864e-14,True
threw,waited,426,231,33,25,2.4503670406422538e-14,True
sent,received,227,92,35,20,2.5662482262611167e-14,True
smiled,quickly,265,117,28,21,2.584013270242886e-14,True
closed,felt,262,115,33,22,2.5942238739960565e-14,True
made,wrapped,200,75,27,26,2.6965766974350995e-14,True
probably,explain,153,47,33,20,2.708720268165409e-14,True
just,write,439,241,36,28,2.7803062645814125e-14,True
asked,added,443,244,34,33,2.802032665668893e-14,True
kissed,took,420,227,32,25,2.859431333288565e-14,True
kept,offered,211,82,32,17,2.8809029627413835e-14,True
had,lay,165,54,29,17,2.901373358436265e-14,True
his,refused,165,54,23,14,2.901373358436265e-14,True
came,did,242,102,30,27,2.939188221009504e-14,True
then,watched,1488,1101,35,33,2.95976376388466e-14,True
put,with,272,122,28,24,2.977905364903651e-14,True
walked,bowed,158,50,24,17,3.0176803216868767e-14,True
the,fired,248,106,29,26,3.020458640684324e-14,True
turned,studied,170,57,22,19,3.0384224576156126e-14,True
the,into,448,248,37,32,3.0752718775163975e-14,True
had,shook,185,66,27,18,3.079520134933285e-14,True
walked,then,1262,908,36,33,3.0920287652582137e-14,True
came,slipped,175,60,29,21,3.1114701400487874e-14,True
walked,pocketed,228,93,28,22,3.121334690733208e-14,True
feel,need,180,63,30,20,3.123266401729254e-14,True
used,handed,493,282,33,32,3.1987254550611615e-14,True
then,onto,301,142,28,26,3.2286873289579146e-14,True
the,broke,562,335,33,31,3.297701983845467e-14,True
called,tossed,282,129,27,23,3.299437404897397e-14,True
her,offered,193,71,24,20,3.3008673348321497e-14,True
grabbed,found,321,156,35,21,3.324919584880434e-14,True
saw,quickly,298,140,31,23,3.33624560189859e-14,True
a,followed,168,56,27,20,3.438373920224712e-14,True
began,immediately,273,123,27,27,3.480431889861931e-14,True
show,take,183,65,30,20,3.53372222072169e-14,True
killed,asked,173,59,34,18,3.539597830565592e-14,True
add,call,342,171,36,33,3.564250289609085e-14,True
burned,left,196,73,32,19,3.6171315873307495e-14,True
ordered,watched,196,73,31,20,3.6171315873307495e-14,True
watched,quickly,289,134,32,23,3.643341643752036e-14,True
get,appeal,226,92,30,24,3.662812148169319e-14,True
he,fell,226,92,35,29,3.662812148169319e-14,True
decided,realized,161,52,28,19,3.66490102750542e-14,True
said,removed,360,184,29,29,3.75755979252132e-14,True
ask,probably,207,80,32,19,3.911433766049344e-14,True
be,bring,218,87,34,28,3.9557472145495124e-14,True
headed,let,357,182,35,24,3.9944248194115846e-14,True
said,slowly,357,182,31,27,3.9944248194115846e-14,True
i,demanded,171,58,26,14,4.021776517583249e-14,True
raised,let,181,64,28,24,4.051288062002656e-14,True
screamed,began,274,124,31,25,4.060938204362987e-14,True
was,received,176,61,25,18,4.075085013994904e-14,True
ordered,left,244,104,35,23,4.202777255090971e-14,True
give,the,224,91,28,26,4.2972088823043436e-14,True
waved,held,164,54,28,16,4.384291186363266e-14,True
his,hung,164,54,25,25,4.384291186363266e-14,True
ran,slowly,213,84,30,15,4.401015718929465e-14,True
when,pushed,227,93,27,20,4.446914307383217e-14,True
find,file,281,129,32,31,4.540710709981424e-14,True
stood,gazed,169,57,23,9,4.563889894884582e-14,True
she,removed,157,50,27,18,4.5974278242630004e-14,True
down,then,216,86,27,23,4.628585698243658e-14,True
rolled,stared,174,60,25,14,4.647354989526135e-14,True
told,will,174,60,32,25,4.647354989526135e-14,True
said,fled,362,186,31,30,4.6837784207129744e-14,True
it,read,395,210,35,32,4.7258683169085345e-14,True
his,spent,236,99,32,24,4.802163516364588e-14,True
when,moved,192,71,31,19,4.840233213563266e-14,True
pay,make,208,81,25,25,4.8535628135549034e-14,True
sent,slipped,162,53,29,22,4.939515482821277e-14,True
it,shook,403,216,29,27,4.9549396317702385e-14,True
start,speak,222,90,28,26,5.040256155220891e-14,True
thought,will,155,49,31,16,5.134800868669038e-14,True
he,has,328,162,35,26,5.2275133745661555e-14,True
drove,headed,182,65,28,24,5.230147706098536e-14,True
carried,stepped,195,73,28,23,5.286377661496149e-14,True
walked,settled,177,62,23,17,5.309893186867635e-14,True
took,smiled,753,488,33,32,5.382218137001064e-14,True
send,look,295,139,31,26,5.406230160695323e-14,True
they,is,367,190,32,31,5.4524915692516625e-14,True
read,decided,160,52,27,25,5.556099975029315e-14,True
came,grabbed,206,80,26,19,5.6587572259826735e-14,True
told,just,206,80,29,21,5.6587572259826735e-14,True
even,this,249,108,29,23,5.984087144484754e-14,True
removed,pressed,170,58,28,18,6.023604425374527e-14,True
yelled,watched,319,156,32,27,6.051169021329362e-14,True
had,signed,175,61,25,22,6.069936858304286e-14,True
called,pressed,201,77,29,17,6.167973712910136e-14,True
sat,stomped,158,51,23,17,6.239126209293106e-14,True
watched,leaned,354,181,31,28,6.305582614885693e-14,True
then,settled,365,189,26,21,6.477700192032164e-14,True
he,opened,453,254,35,28,6.591708787029042e-14,True
pulled,realized,196,74,32,22,6.651099114023308e-14,True
at,said,183,66,35,18,6.720945859914426e-14,True
look,follow,168,57,30,22,6.845341194870711e-14,True
had,this,218,88,25,25,6.928743245968285e-14,True
prayed,looked,259,115,32,22,7.002056836884261e-14,True
threw,followed,207,81,31,15,7.00700063642502e-14,True
see,try,191,71,30,22,7.087824458554755e-14,True
ran,swung,191,71,27,18,7.087824458554755e-14,True
he,showed,281,130,33,31,7.223770700201801e-14,True
his,later,294,139,27,26,7.37081906044604e-14,True
picked,pulled,227,94,28,19,7.648048062484877e-14,True
he,lay,202,78,31,19,7.682478993483253e-14,True
pushed,yelled,272,124,32,24,7.734880852514251e-14,True
take,scream,166,56,23,23,7.769243715337558e-14,True
brought,removed,166,56,29,20,7.769243715337558e-14,True
was,rushed,213,85,28,23,7.77297091462543e-14,True
his,never,213,85,34,27,7.77297091462543e-14,True
showed,slid,171,59,23,17,7.90667983016135e-14,True
started,thought,285,133,28,28,8.113094581383515e-14,True
a,entered,159,52,25,15,8.410739895820075e-14,True
in,out,152,48,28,25,8.738435036825207e-14,True
know,scream,164,55,29,18,8.80608252781821e-14,True
was,ordered,350,179,33,28,8.90503748879417e-14,True
into,handed,329,164,36,27,8.926903826678889e-14,True
came,realized,192,72,31,26,8.945208890179461e-14,True
he,down,169,58,29,18,9.008786393133601e-14,True
knocked,stepped,174,61,29,10,9.028403576559696e-14,True
then,smiled,1430,1058,31,30,9.227443518356058e-14,True
gave,handed,437,243,33,28,9.230849378103172e-14,True
set,continued,326,162,29,24,9.413782753443893e-14,True
turned,held,781,513,33,32,9.429486387240892e-14,True
beat,the,203,79,34,20,9.53598746131095e-14,True
there,it,358,185,33,28,9.759233254963625e-14,True
watched,glanced,249,109,22,19,9.89490941172222e-14,True
lifted,handed,162,54,28,19,9.967379945191093e-14,True
a,read,293,139,33,28,1.0038667266111977e-13,True
kicked,let,337,170,35,20,1.0098230789002126e-13,True
on,sat,206,81,33,18,1.010256750680069e-13,True
she,warned,190,71,30,27,1.0364846808122462e-13,True
had,kissed,223,92,26,23,1.0570846751510424e-13,True
left,slid,540,322,30,29,1.0837465658841445e-13,True
put,also,381,202,34,34,1.084304485993826e-13,True
removed,handed,226,94,30,18,1.084918181758615e-13,True
went,pushed,468,267,34,33,1.1446852109498943e-13,True
wondered,took,256,114,33,16,1.1516677541709182e-13,True
i,some,238,102,31,28,1.1567979981954786e-13,True
when,hid,165,56,26,15,1.1652995877341688e-13,True
tore,left,250,110,30,24,1.1671199459753038e-13,True
told,with,244,106,29,26,1.1692690771118312e-13,True
sang,looked,175,62,26,22,1.1700567064016303e-13,True
his,kicked,278,129,29,22,1.1757875069919933e-13,True
stop,just,278,129,31,21,1.1757875069919933e-13,True
said,never,321,159,32,31,1.1788179419094411e-13,True
hit,sent,301,145,30,24,1.2132359695167813e-13,True
put,never,346,177,37,33,1.2576844747618622e-13,True
put,signed,158,52,27,20,1.2712993425732232e-13,True
was,kicked,457,259,35,29,1.2714294712792048e-13,True
get,ask,437,244,37,33,1.294607245646761e-13,True
got,passed,199,77,30,24,1.2956577086455877e-13,True
made,demanded,230,97,27,24,1.3302178127474556e-13,True
tell,feel,322,160,33,31,1.3302188194284704e-13,True
left,spoke,292,139,30,23,1.3657553952501595e-13,True
smiled,glanced,216,88,24,18,1.413216641717634e-13,True
used,offered,216,88,26,21,1.413216641717634e-13,True
stood,handed,340,173,33,29,1.4210895234400916e-13,True
pushed,helped,161,54,28,20,1.4995244407560917e-13,True
headed,locked,176,63,30,15,1.508967019735927e-13,True
saw,reached,176,63,25,19,1.508967019735927e-13,True
add,expect,171,60,33,20,1.5352744512602426e-13,True
turned,slowly,261,118,26,18,1.5552982552883594e-13,True
she,led,280,131,37,27,1.5641615402343207e-13,True
took,pretended,184,68,25,21,1.6064251773289644e-13,True
stood,stared,352,182,26,22,1.6369833289473992e-13,True
told,yelled,338,172,31,22,1.6890534623635154e-13,True
try,start,271,125,35,19,1.6992561795246423e-13,True
screamed,said,284,134,33,21,1.741778093347146e-13,True
smashed,used,164,56,32,16,1.7452263811556415e-13,True
ran,helped,187,70,33,20,1.754490704739844e-13,True
had,yelled,169,59,25,18,1.755956186010427e-13,True
had,threatened,169,59,30,21,1.755956186010427e-13,True
her,what,195,75,27,26,1.7573382210116254e-13,True
did,laughed,195,75,27,21,1.7573382210116254e-13,True
signed,handed,152,49,28,18,1.809064569842011e-13,True
followed,made,223,93,29,21,1.8092466347387178e-13,True
began,nodded,226,95,24,19,1.8464510540249066e-13,True
waited,heard,157,52,23,16,1.9186860642171651e-13,True
blew,let,177,64,31,14,1.9368322639449339e-13,True
kept,added,212,86,33,23,1.9457187755524663e-13,True
wait,send,201,79,30,24,1.9858372017911766e-13,True
dropped,gave,463,265,36,24,2.0388628798013074e-13,True
on,tried,193,74,32,18,2.045200682865658e-13,True
left,looked,1166,837,36,36,2.0570055275158582e-13,True
she,dropped,218,90,32,26,2.075651523704435e-13,True
waited,saw,392,212,34,26,2.1771356034443104e-13,True
write,check,227,96,29,27,2.2126333774908922e-13,True
stuck,gave,175,63,31,18,2.2291514355713297e-13,True
went,this,175,63,25,14,2.2291514355713297e-13,True
sent,have,175,63,28,20,2.2291514355713297e-13,True
tried,heard,230,98,30,24,2.2423592106762306e-13,True
know,feel,337,172,34,32,2.2454149175037733e-13,True
told,struck,160,54,28,23,2.2525348393063452e-13,True
it,fled,323,162,30,29,2.2580665698534078e-13,True
cut,it,239,104,32,24,2.284785984221193e-13,True
grabbed,watched,408,224,35,25,2.2873969218418736e-13,True
gave,held,802,534,33,33,2.318717202795542e-13,True
sent,gave,499,293,36,29,2.384389390088233e-13,True
watched,nodded,153,50,28,19,2.439785040184167e-13,True
had,removed,216,89,24,19,2.4399270486777514e-13,True
stood,closed,367,194,32,25,2.486397637261913e-13,True
at,also,158,53,28,17,2.5538579420564786e-13,True
also,mention,158,53,24,15,2.5538579420564786e-13,True
say,stay,158,53,26,15,2.5538579420564786e-13,True
never,then,360,189,34,25,2.586042901117275e-13,True
gave,broke,304,149,30,27,2.7331003650701874e-13,True
put,drank,151,49,23,17,2.744285636001529e-13,True
shoved,reached,151,49,30,11,2.744285636001529e-13,True
drank,let,151,49,29,15,2.744285636001529e-13,True
dropped,hurried,156,52,22,17,2.8913149187444567e-13,True
it,hurled,217,90,27,27,2.947340641006412e-13,True
that,kept,161,55,25,16,2.971317492467992e-13,True
saw,locked,161,55,26,17,2.971317492467992e-13,True
on,said,347,180,38,26,3.055492539494701e-13,True
covered,let,179,66,29,22,3.1475480597535144e-13,True
it,forced,232,100,31,21,3.1782895927579257e-13,True
carried,held,241,106,29,24,3.1865137788868297e-13,True
used,decided,187,71,29,19,3.2142488980965114e-13,True
didn't,noticed,159,54,25,14,3.378531696951615e-13,True
complain,get,169,60,27,18,3.380603524734834e-13,True
live,be,164,57,31,18,3.413787681526098e-13,True
let,what,164,57,20,19,3.413787681526098e-13,True
that,gave,522,312,36,24,3.4616954189285494e-13,True
picked,walked,363,192,31,26,3.50548371537278e-13,True
asked,have,257,117,35,25,3.5158440632770946e-13,True
sat,saw,429,241,30,29,3.547675383832088e-13,True
kissed,continued,224,95,34,22,3.678889527915627e-13,True
passed,tossed,152,50,29,20,3.6888589128225983e-13,True
dropped,carried,185,70,32,23,3.733080755973613e-13,True
made,stomped,185,70,17,15,3.733080755973613e-13,True
into,smiled,242,107,30,24,3.751590418402377e-13,True
did,decided,230,99,29,25,3.7533813244167855e-13,True
with,smiled,233,101,28,18,3.7711041754219073e-13,True
used,fled,172,62,25,22,3.785852976220137e-13,True
ran,did,324,164,34,26,3.7982036279281946e-13,True
asked,placed,733,480,36,31,3.82936963348555e-13,True
tell,see,422,236,34,30,3.870063627771277e-13,True
threw,there,162,56,23,18,3.896901632131523e-13,True
leave,a,180,67,23,20,3.9861473218520484e-13,True
as,he,451,258,35,32,4.0131465368725057e-13,True
hung,began,297,145,36,25,4.049263163757171e-13,True
was,kept,516,308,35,27,4.1906914006471096e-13,True
walked,added,311,155,35,25,4.232945882278724e-13,True
find,appeal,155,52,24,18,4.350258200535344e-13,True
put,down,155,52,23,19,4.350258200535344e-13,True
on,returned,155,52,29,15,4.350258200535344e-13,True
did,continued,231,100,29,21,4.4558423657721674e-13,True
have,the,194,76,31,25,4.559766120667049e-13,True
for,they,178,66,33,22,4.613629830941239e-13,True
cried,placed,186,71,32,20,4.674007091452998e-13,True
left,tossed,568,349,31,29,4.72639593553804e-13,True
put,climbed,275,130,29,22,4.726796071369753e-13,True
didn't,felt,259,119,30,17,4.741304850205912e-13,True
go,continue,173,63,24,16,4.843372602509073e-13,True
tried,looked,760,503,34,32,4.902845013265014e-13,True
made,didn't,425,239,26,24,4.964745545573573e-13,True
never,also,348,182,35,26,4.974678880591691e-13,True
sent,thought,189,73,33,23,5.004948770423722e-13,True
threw,knocked,181,68,32,21,5.026894224703929e-13,True
complain,just,158,54,30,18,5.059597428083966e-13,True
also,what,158,54,29,18,5.059597428083966e-13,True
then,replaced,394,216,29,25,5.299582861132369e-13,True
really,just,176,65,32,18,5.336245138264938e-13,True
heard,found,184,70,30,18,5.433674827734571e-13,True
returned,let,383,208,30,29,5.605353552294595e-13,True
began,ended,156,53,25,23,5.754147018862419e-13,True
she,poured,156,53,33,16,5.754147018862419e-13,True
slid,checked,187,72,24,20,5.829648994527075e-13,True
started,stared,665,427,35,30,6.019889658586096e-13,True
do,take,448,257,36,26,6.046272162581596e-13,True
went,tore,174,64,25,20,6.167659959671027e-13,True
i,poured,236,104,28,20,6.217971940221412e-13,True
not,appeal,230,100,32,27,6.239012701520049e-13,True
ran,yelled,318,161,30,21,6.381083162314273e-13,True
returned,gave,466,271,32,28,6.594794402782221e-13,True
beat,took,159,55,31,18,6.633686249053385e-13,True
took,hurled,177,66,25,23,6.75266716923159e-13,True
gave,claimed,185,71,27,17,6.78696447638957e-13,True
checked,found,425,240,34,30,6.914097605547365e-13,True
started,disappeared,213,89,28,24,6.97026219747134e-13,True
stop,make,305,152,34,26,7.113863439134253e-13,True
drove,said,472,276,37,33,7.4726176889668e-13,True
had,tried,468,273,29,27,7.627030458292103e-13,True
kicked,screamed,205,84,30,22,7.77903644649239e-13,True
cried,stood,170,62,28,15,8.220785250352177e-13,True
it,signed,247,112,32,26,8.241718929917446e-13,True
her,asked,687,446,36,32,8.265424884081062e-13,True
lifted,placed,276,132,33,28,8.432160280211537e-13,True
read,glanced,197,79,25,17,8.471830799063496e-13,True
