a,b,cos,jaccard,n_a,n_b,open_a,open_b
gi_primary:Travel,verbnet:judgement,0.05811953544616699,0.0,62,22,0.967741935483871,1.0
gi_primary:TrnGain,wordnet:stative,0.058121562004089355,0.0,38,26,1.0,0.8076923076923077
rid:positive_affect,verbnet:assessment,0.05812180042266846,0.0,15,8,1.0,1.0
framenet:Arriving,verbnet:carry,0.058122992515563965,0.0,15,17,1.0,1.0
gi_primary:WlbPhys,usas:E2,0.05812346935272217,0.03773584905660377,47,8,1.0,0.875
gi_primary:TrnLoss,usas:X2.2,0.058124661445617676,0.0,37,14,1.0,1.0
gi_primary:Travel,verbnet:run,0.05812478065490723,0.043478260869565216,62,34,0.967741935483871,1.0
gi_primary:ComnObj,usas:I3.1,0.05812627077102661,0.0,23,10,0.9565217391304348,1.0
usas:A11.1,verbnet:nonverbal_expression,0.05812716484069824,0.0,9,22,0.7777777777777778,1.0
gi_primary:Persist,usas:X7,0.05812782049179077,0.0,10,29,1.0,0.9655172413793104
gi_primary:Passive,usas:Z4,0.05813103914260864,0.005263157894736842,181,10,0.9779005524861878,0.5
gi_primary:AffOth,verbnet:admire,0.058134377002716064,0.05555555555555555,10,28,1.0,0.9642857142857143
gi_primary:RspGain,usas:E2,0.05813568830490112,0.05555555555555555,11,8,1.0,0.875
gi_primary:Exch,verbnet:battle,0.05813676118850708,0.0,17,13,1.0,1.0
usas:A2.2,verbnet:braid,0.058136940002441406,0.0,13,12,1.0,1.0
induced:grammatical_function,verbnet:convert,0.05814087390899658,0.018518518518518517,100,10,0.42,1.0
usas:A5.1,verbnet:crane,0.05814361572265625,0.0,14,25,0.8571428571428571,1.0
usas:A11.1,verbnet:dress,0.0581437349319458,0.0,9,11,0.7777777777777778,1.0
gi_primary:Quan,verbnet:force,0.05814492702484131,0.0,60,14,0.6166666666666667,1.0
usas:A11.1,verbnet:peer,0.05814725160598755,0.0,9,16,0.7777777777777778,1.0
framenet:Ingestion,gi_primary:Virtue,0.058147549629211426,0.0,12,63,1.0,0.9523809523809523
gi_primary:Ritual,verbnet:bill,0.05814862251281738,0.0,33,9,1.0,1.0
rid:affection,verbnet:break,0.0581507682800293,0.0,12,16,0.9166666666666666,1.0
framenet:Experiencer_focus,gi_primary:Ovrst,0.0581512451171875,0.0,8,73,0.875,0.7534246575342466
gi_primary:Compare,induced:grammatical_function,0.0581512451171875,0.018867924528301886,8,100,0.75,0.42
gi_primary:Means,verbnet:appoint,0.05815529823303223,0.04285714285714286,65,8,0.9538461538461539,1.0
gi_primary:PowOth,verbnet:bill,0.05815619230270386,0.0,45,9,0.9333333333333333,1.0
gi_primary:Vary,verbnet:butter,0.05815732479095459,0.0,19,20,1.0,1.0
framenet:Posture,verbnet:dress,0.05816054344177246,0.0,14,11,1.0,1.0
gi_primary:COM,usas:S3.2,0.0581628680229187,0.0,80,12,0.9875,1.0
gi_primary:Positiv,usas:N4,0.058165669441223145,0.0,130,11,0.9846153846153847,0.6363636363636364
framenet:Evidence,usas:A6.1,0.058165907859802246,0.0,16,17,1.0,0.9411764705882353
induced:process_event,usas:I2.2,0.058166563510894775,0.0,14,11,1.0,1.0
gi_primary:Stay,induced:locomotion_posture,0.05816727876663208,0.033707865168539325,25,67,1.0,1.0
gi_primary:Complet,wordnet:stative,0.058167338371276855,0.0,27,26,1.0,0.8076923076923077
framenet:Desiring,usas:A7,0.05816775560379028,0.0,8,17,0.875,0.8235294117647058
usas:S7.1,verbnet:chew,0.05816817283630371,0.0,24,10,0.9583333333333334,1.0
framenet:Ingestion,rid:abstraction,0.05816829204559326,0.0,12,68,1.0,0.9558823529411765
framenet:Make_noise,usas:X2.2,0.058170437812805176,0.0,13,14,1.0,1.0
gi_primary:Hostile,usas:M8,0.05817234516143799,0.0,136,10,0.9926470588235294,1.0
gi_primary:Pain,verbnet:create,0.0581744909286499,0.0,24,14,1.0,1.0
gi_primary:Fetch,usas:B5,0.058174967765808105,0.0,26,23,1.0,1.0
gi_primary:EMOT,verbnet:long,0.058175742626190186,0.05405405405405406,31,8,0.967741935483871,1.0
gi_primary:PowGain,usas:I3.1,0.05817633867263794,0.0,20,10,1.0,1.0
gi_primary:Goal,usas:N5,0.05817759037017822,0.0,12,23,1.0,0.782608695652174
framenet:Change_position_on_a_scale,gi_primary:BodyPt,0.05817896127700806,0.0,17,37,1.0,1.0
framenet:Closure,usas:X7,0.058180809020996094,0.0,10,29,1.0,0.9655172413793104
framenet:Request,gi_primary:Fetch,0.05818134546279907,0.0,24,26,1.0,1.0
framenet:Self_motion,usas:A6.1,0.0581817626953125,0.0,68,17,1.0,0.9411764705882353
framenet:Placing,gi_primary:Power,0.058183908462524414,0.015037593984962405,34,101,1.0,0.9603960396039604
framenet:Bringing,gi_primary:Rel,0.05818396806716919,0.0,9,30,1.0,0.8
usas:M8,verbnet:cheat,0.058185577392578125,0.0,10,10,1.0,1.0
usas:A6.1,verbnet:send,0.05818581581115723,0.0,17,14,0.9411764705882353,1.0
gi_primary:Goal,usas:A6.1,0.058187901973724365,0.03571428571428571,12,17,1.0,0.9411764705882353
gi_primary:COLL,usas:Z5,0.05818891525268555,0.0,22,45,1.0,0.2222222222222222
gi_primary:Quan,wordnet:change,0.0581892728805542,0.0,60,35,0.6166666666666667,0.9714285714285714
gi_primary:WlbLoss,verbnet:create,0.05819070339202881,0.0,21,14,1.0,1.0
gi_primary:TimeSpc,usas:G2.1,0.05819141864776611,0.0,77,16,0.6363636363636364,1.0
framenet:Performers_and_roles,gi_primary:Active,0.058192431926727295,0.004608294930875576,12,424,0.3333333333333333,0.9905660377358491
framenet:Path_shape,usas:T3,0.058192431926727295,0.0,18,9,1.0,1.0
framenet:Cause_harm,gi_primary:Means,0.058195292949676514,0.0,45,65,1.0,0.9538461538461539
gi_primary:Stay,induced:procedural_operation,0.058195650577545166,0.013157894736842105,25,52,1.0,1.0
gi_primary:Vice,usas:Z3c,0.05819737911224365,0.0,36,9,0.9722222222222222,0.6666666666666666
induced:speech_act,verbnet:pocket,0.058198750019073486,0.0,39,15,1.0,0.8666666666666667
gi_primary:PowCoop,verbnet:amalgamate,0.05819904804229736,0.0,13,10,0.9230769230769231,1.0
gi_primary:Exch,usas:A6.1,0.058199942111968994,0.0,17,17,1.0,0.9411764705882353
rid:social_behavior,usas:N6,0.058200716972351074,0.0,134,10,1.0,1.0
gi_primary:EnlGain,usas:S3.2,0.058201372623443604,0.0,55,12,1.0,1.0
induced:grammatical_function,wordnet:contact,0.058202385902404785,0.0045871559633027525,100,119,0.42,1.0
gi_primary:Finish,verbnet:remove,0.05820274353027344,0.02631578947368421,29,10,0.9310344827586207,1.0
gi_primary:SV,verbnet:future_having,0.05820399522781372,0.0196078431372549,42,10,0.5238095238095238,0.8
usas:I3.1,verbnet:cheat,0.05820411443710327,0.0,10,10,1.0,1.0
gi_primary:Finish,wordnet:communication,0.05820512771606445,0.0,29,68,0.9310344827586207,0.9705882352941176
framenet:Evidence,verbnet:peer,0.05820953845977783,0.0,16,16,1.0,1.0
gi_primary:WltTot,usas:B2,0.05820965766906738,0.0,40,10,0.975,1.0
gi_primary:Finish,verbnet:indicate,0.05821043252944946,0.0,29,16,0.9310344827586207,1.0
gi_primary:Weak,verbnet:investigate,0.05821412801742554,0.0,100,12,0.96,1.0
gi_primary:PowGain,verbnet:lecture,0.05821651220321655,0.07407407407407407,20,9,1.0,1.0
framenet:Arriving,verbnet:battle,0.05821788311004639,0.0,15,13,1.0,1.0
gi_primary:Know,usas:B1,0.05821901559829712,0.0,33,50,0.9090909090909091,1.0
gi_primary:Virtue,verbnet:admit,0.05821937322616577,0.0,63,8,0.9523809523809523,1.0
gi_primary:Submit,induced:locomotion_posture,0.05822056531906128,0.02459016393442623,58,67,0.9827586206896551,1.0
gi_primary:Persist,usas:M1,0.05822193622589111,0.025,10,113,1.0,0.9911504424778761
framenet:Bringing,wordnet:cognition,0.05822223424911499,0.0,9,17,1.0,1.0
framenet:Cause_change_of_position_on_a_scale,verbnet:amalgamate,0.05822288990020752,0.0,9,10,1.0,1.0
usas:B4,verbnet:put,0.0582234263420105,0.0,9,15,1.0,1.0
gi_primary:TIME,usas:M6,0.0582270622253418,0.0,8,26,0.75,0.6923076923076923
framenet:Cause_motion,gi_primary:RcEthic,0.0582280158996582,0.0,14,20,1.0,0.95
framenet:Sending,induced:contact_care,0.05822807550430298,0.0,8,18,1.0,1.0
gi_primary:RcGain,rid:affection,0.05822956562042236,0.0,11,12,1.0,0.9166666666666666
framenet:Bringing,wordnet:consumption,0.0582316517829895,0.0,9,12,1.0,1.0
gi_primary:TrnLoss,verbnet:exist,0.05823397636413574,0.0,37,11,1.0,1.0
usas:O4.6,verbnet:break,0.0582348108291626,0.0,12,16,1.0,1.0
gi_primary:WltOth,usas:S7.4,0.05823695659637451,0.0,32,8,0.96875,1.0
gi_primary:EnlOth,verbnet:other_cos,0.05823725461959839,0.007692307692307693,92,39,0.9891304347826086,1.0
framenet:Make_noise,wordnet:consumption,0.058238208293914795,0.0,13,12,1.0,1.0
gi_primary:Academ,verbnet:get,0.05823880434036255,0.0,14,30,0.9285714285714286,1.0
gi_primary:Exprsv,verbnet:bill,0.0582423210144043,0.0,29,9,1.0,1.0
framenet:Experiencer_focus,wordnet:social,0.0582427978515625,0.0,8,28,0.875,0.9642857142857143
rid:restraint,usas:N6,0.05824387073516846,0.0,37,10,0.972972972972973,1.0
framenet:Arriving,rid:need,0.05824768543243408,0.0,15,70,1.0,1.0
gi_primary:EnlOth,wordnet:perception,0.05824899673461914,0.008403361344537815,92,28,0.9891304347826086,1.0
gi_primary:ABS,usas:Q1.2,0.05825096368789673,0.0,25,30,0.92,1.0
gi_primary:WlbTot,verbnet:run,0.05825251340866089,0.0,83,34,1.0,1.0
framenet:Ingestion,usas:I3.1,0.05825430154800415,0.0,12,10,1.0,1.0
gi_primary:Undrst,verbnet:other_cos,0.058255791664123535,0.012987012987012988,39,39,0.717948717948718,1.0
gi_primary:NatObj,verbnet:get,0.058256566524505615,0.024390243902439025,12,30,1.0,1.0
gi_primary:EnlGain,usas:B5,0.058257222175598145,0.0,55,23,1.0,1.0
framenet:Cotheme,gi_primary:DAV,0.058257460594177246,0.006756756756756757,17,281,1.0,0.9893238434163701
usas:M6,verbnet:long,0.0582575798034668,0.0,26,8,0.6923076923076923,1.0
framenet:Emptying,verbnet:chew,0.058259665966033936,0.0,9,10,1.0,1.0
framenet:Posture,verbnet:spray,0.058260202407836914,0.0,14,14,1.0,1.0
framenet:Cotheme,gi_primary:Submit,0.05826091766357422,0.013513513513513514,17,58,1.0,0.9827586206896551
framenet:Cause_change_of_position_on_a_scale,verbnet:indicate,0.0582619309425354,0.0,9,16,1.0,1.0
framenet:Body_movement,gi_primary:Pstv,0.05826348066329956,0.0,47,124,1.0,0.9838709677419355
framenet:Filling,gi_primary:Pain,0.05826371908187866,0.0,19,24,1.0,1.0
usas:X7,verbnet:nonverbal_expression,0.05826437473297119,0.0,29,22,0.9655172413793104,1.0
gi_primary:WlbLoss,usas:I2.2,0.058265507221221924,0.0,21,11,1.0,1.0
gi_primary:EMOT,usas:A1.1.2,0.058265626430511475,0.0,31,32,0.967741935483871,1.0
gi_primary:COM,rid:expressive_behavior,0.05826914310455322,0.04040404040404041,80,23,0.9875,1.0
gi_primary:Increas,rid:regressive_cognition,0.05826914310455322,0.007518796992481203,16,118,1.0,0.8813559322033898
gi_primary:PowCoop,usas:E4.1,0.058270275592803955,0.0,13,16,0.9230769230769231,1.0
gi_primary:Fetch,wordnet:cognition,0.05827063322067261,0.0,26,17,1.0,1.0
rid:affection,usas:S6,0.058273494243621826,0.0,12,9,0.9166666666666666,0.7777777777777778
framenet:Experiencer_focus,gi_primary:EnlOth,0.058275043964385986,0.0,8,92,0.875,0.9891304347826086
gi_primary:Vice,verbnet:dress,0.05827510356903076,0.0,36,11,0.9722222222222222,1.0
gi_primary:WlbTot,usas:A7,0.058275818824768066,0.0,83,17,1.0,0.8235294117647058
framenet:Awareness,wordnet:cognition,0.05828040838241577,0.037037037037037035,11,17,1.0,1.0
gi_primary:MeansLw,usas:M6,0.0582805871963501,0.0,8,26,0.875,0.6923076923076923
gi_primary:FormLw,usas:Z3c,0.05828195810317993,0.0,80,9,0.9875,0.6666666666666666
gi_primary:IAV,verbnet:lecture,0.05828338861465454,0.00641025641025641,462,9,0.9805194805194806,1.0
gi_primary:Virtue,usas:Z4,0.05828511714935303,0.028169014084507043,63,10,0.9523809523809523,0.5
framenet:Awareness,gi_primary:Power,0.05828571319580078,0.0,11,101,1.0,0.9603960396039604
gi_primary:COM,wordnet:stative,0.058286070823669434,0.0,80,26,0.9875,0.8076923076923077
gi_primary:Affil,verbnet:send,0.058287084102630615,0.01020408163265306,85,14,0.9529411764705882,1.0
gi_primary:Role,usas:B5,0.05828726291656494,0.0,32,23,0.9375,1.0
framenet:Change_position_on_a_scale,verbnet:manner_speaking,0.058291852474212646,0.0,17,18,1.0,1.0
gi_primary:COM,verbnet:dress,0.05829215049743652,0.0,80,11,0.9875,1.0
gi_primary:AffTot,induced:transfer_possession,0.058292508125305176,0.0,31,29,0.967741935483871,1.0
framenet:Experiencer_obj,induced:quality_manner,0.05829429626464844,0.0,14,19,0.9285714285714286,1.0
gi_primary:Ovrst,verbnet:other_cos,0.05829530954360962,0.01818181818181818,73,39,0.7534246575342466,1.0
gi_primary:Pain,verbnet:run,0.0582960844039917,0.0,24,34,1.0,1.0
framenet:Coming_to_believe,usas:S7.1,0.05829763412475586,0.0,8,24,1.0,0.9583333333333334
gi_primary:COLL,verbnet:other_cos,0.0582999587059021,0.016666666666666666,22,39,1.0,1.0
gi_primary:PowEnds,verbnet:admire,0.05830204486846924,0.0,8,28,0.875,0.9642857142857143
rid:temporal_references,verbnet:pocket,0.05830514430999756,0.0,35,15,0.7714285714285715,0.8666666666666667
gi_primary:WlbGain,usas:A1.1.1,0.058306097984313965,0.0,9,90,1.0,0.9444444444444444
gi_primary:NatrPro,wordnet:cognition,0.05830669403076172,0.0,45,17,1.0,1.0
gi_primary:ComnObj,verbnet:build,0.058306872844696045,0.020833333333333332,23,26,0.9565217391304348,1.0
gi_primary:Quan,usas:B1,0.05830872058868408,0.018518518518518517,60,50,0.6166666666666667,1.0
induced:quality_manner,rid:icarian_imagery,0.05830937623977661,0.0,19,101,1.0,0.9900990099009901
framenet:Arriving,usas:E4.1,0.05831021070480347,0.0,15,16,1.0,1.0
usas:Q2.1,verbnet:appoint,0.05831503868103027,0.0,33,8,1.0,1.0
usas:M2,verbnet:illustrate,0.05831509828567505,0.0,89,8,1.0,1.0
gi_primary:PowTot,induced:quality_manner,0.05831533670425415,0.005952380952380952,150,19,0.9666666666666667,1.0
gi_primary:EnlOth,usas:B1,0.05831587314605713,0.0,92,50,0.9891304347826086,1.0
gi_primary:SklOth,usas:S8,0.05831634998321533,0.0,19,22,1.0,1.0
gi_primary:Strong,usas:X2.4,0.058316588401794434,0.0036900369003690036,249,23,0.9558232931726908,1.0
usas:S3.2,verbnet:create,0.05831688642501831,0.0,12,14,1.0,1.0
rid:anxiety,usas:M8,0.05831718444824219,0.0,12,10,1.0,1.0
gi_primary:PowCon,verbnet:carry,0.05831766128540039,0.0,35,17,1.0,1.0
usas:A2.2,verbnet:pocket,0.058318257331848145,0.0,13,15,1.0,0.8666666666666667
framenet:Perception_active,usas:I3.1,0.0583186149597168,0.0,24,10,1.0,1.0
gi_primary:Object,wordnet:motion,0.0583195686340332,0.020942408376963352,106,89,0.9905660377358491,1.0
gi_primary:RspGain,usas:M1,0.05832016468048096,0.0,11,113,1.0,0.9911504424778761
usas:O4.1,verbnet:escape,0.05832064151763916,0.0,15,29,1.0,1.0
gi_primary:Exch,rid:sensation,0.058321475982666016,0.0,17,112,1.0,1.0
gi_primary:Pain,usas:Z4,0.05832362174987793,0.030303030303030304,24,10,1.0,0.5
framenet:Scrutiny,usas:X2.1,0.05832415819168091,0.0,18,21,1.0,1.0
framenet:Arriving,gi_primary:Try,0.0583266019821167,0.0,15,28,1.0,0.9642857142857143
rid:icarian_imagery,usas:X2.1,0.05832797288894653,0.0,101,21,0.9900990099009901,1.0
usas:S8,verbnet:admit,0.05832880735397339,0.0,22,8,1.0,1.0
gi_primary:Perceiv,wordnet:consumption,0.05833113193511963,0.0,26,12,1.0,1.0
gi_primary:Submit,induced:bodily_violence,0.05833578109741211,0.012048192771084338,58,26,0.9827586206896551,1.0
gi_primary:WlbTot,usas:S7.4,0.05833715200424194,0.0,83,8,1.0,1.0
framenet:Commitment,usas:E4.1,0.0583377480506897,0.0,8,16,1.0,1.0
gi_primary:EndsLw,wordnet:possession,0.05833780765533447,0.0,44,32,0.9545454545454546,0.90625
framenet:Filling,verbnet:indicate,0.05833786725997925,0.0,19,16,1.0,1.0
rid:abstraction,usas:A11.1,0.05833995342254639,0.0,68,9,0.9558823529411765,0.7777777777777778
framenet:Cause_change_of_position_on_a_scale,verbnet:cheat,0.05834013223648071,0.0,9,10,1.0,1.0
gi_primary:AffTot,wordnet:possession,0.05834090709686279,0.0,31,32,0.967741935483871,0.90625
induced:nonverbal_expression,rid:order,0.05834245681762695,0.0,18,10,1.0,1.0
framenet:Evidence,verbnet:run,0.058345258235931396,0.0,16,34,1.0,1.0
framenet:Experiencer_focus,gi_primary:EnlGain,0.058350563049316406,0.0,8,55,0.875,1.0
gi_primary:Hostile,verbnet:remove,0.058352649211883545,0.006896551724137931,136,10,0.9926470588235294,1.0
gi_primary:Passive,induced:perception_cognition,0.05835670232772827,0.013215859030837005,181,49,0.9779005524861878,1.0
gi_primary:If,verbnet:say,0.058358073234558105,0.0,28,25,0.7857142857142857,1.0
gi_primary:NegAff,wordnet:perception,0.05835813283920288,0.0,21,28,0.9523809523809523,1.0
gi_primary:ECON,wordnet:cognition,0.05835920572280884,0.0,47,17,0.9787234042553191,1.0
gi_primary:Ovrst,usas:E2,0.05835998058319092,0.0,73,8,0.7534246575342466,0.875
framenet:Giving,verbnet:other_cos,0.05836087465286255,0.0,10,39,1.0,1.0
gi_primary:Tool,usas:Z5,0.05836206674575806,0.0,52,45,1.0,0.2222222222222222
gi_primary:AffGain,rid:temporal_references,0.05836308002471924,0.02040816326530612,15,35,0.9333333333333333,0.7714285714285715
gi_primary:TrnGain,usas:E2,0.05836343765258789,0.0,38,8,1.0,0.875
induced:process_event,verbnet:amalgamate,0.05836373567581177,0.0,14,10,1.0,1.0
framenet:Cause_change_of_position_on_a_scale,verbnet:animal_sounds,0.058363914489746094,0.0,9,18,1.0,1.0
gi_primary:Rel,usas:E2,0.05836808681488037,0.02702702702702703,30,8,0.8,0.875
gi_primary:WlbPsyc,rid:sensation,0.05837136507034302,0.008,14,112,1.0,1.0
induced:person_reference,wordnet:stative,0.058374643325805664,0.0,30,26,0.36666666666666664,0.8076923076923077
gi_primary:EnlTot,verbnet:judgement,0.05837523937225342,0.0,129,22,0.9844961240310077,1.0
framenet:Ingestion,gi_primary:Means,0.05837833881378174,0.0,12,65,1.0,0.9538461538461539
gi_primary:EVAL,usas:Z4,0.058380305767059326,0.03225806451612903,22,10,0.9545454545454546,0.5
usas:N5,verbnet:amalgamate,0.058381855487823486,0.0,23,10,0.782608695652174,1.0
gi_primary:Decreas,verbnet:amuse,0.0583835244178772,0.016666666666666666,9,52,1.0,0.9807692307692307
framenet:Path_shape,gi_primary:Begin,0.058383822441101074,0.0,18,15,1.0,0.9333333333333333
framenet:Cause_change_of_position_on_a_scale,rid:order,0.05838733911514282,0.0,9,10,1.0,1.0
framenet:Removing,gi_primary:Positiv,0.0583873987197876,0.0,16,130,1.0,0.9846153846153847
gi_primary:Complet,verbnet:force,0.0583881139755249,0.0,27,14,1.0,1.0
gi_primary:Undrst,induced:transfer_possession,0.05839204788208008,0.0,39,29,0.717948717948718,1.0
gi_primary:NatObj,verbnet:force,0.058392107486724854,0.0,12,14,1.0,1.0
usas:X2.2,verbnet:bill,0.058393895626068115,0.0,14,9,1.0,1.0
framenet:Ingestion,gi_primary:EnlTot,0.05839574337005615,0.0,12,129,1.0,0.9844961240310077
framenet:Body_movement,gi_primary:Ritual,0.05839657783508301,0.0,47,33,1.0,1.0
gi_primary:RspGain,rid:restraint,0.05839800834655762,0.0,11,37,1.0,0.972972972972973
gi_primary:Perceiv,rid:temporal_references,0.058398544788360596,0.0,26,35,1.0,0.7714285714285715
gi_primary:RspOth,usas:A2.2,0.05839890241622925,0.0,16,13,0.9375,1.0
rid:affection,verbnet:manner_speaking,0.05840027332305908,0.0,12,18,0.9166666666666666,1.0
rid:sadness,usas:B2,0.05840039253234863,0.041666666666666664,15,10,1.0,1.0
gi_primary:RspOth,usas:B2,0.05840349197387695,0.0,16,10,0.9375,1.0
framenet:Cause_motion,verbnet:amalgamate,0.058403849601745605,0.0,14,10,1.0,1.0
gi_primary:Positiv,usas:A1.7,0.05840522050857544,0.0,130,20,0.9846153846153847,1.0
gi_primary:NatrPro,induced:locomotion_posture,0.05840581655502319,0.01818181818181818,45,67,1.0,1.0
gi_primary:Virtue,usas:B5,0.058408379554748535,0.0,63,23,0.9523809523809523,1.0
induced:person_reference,verbnet:appear,0.05840933322906494,0.0,30,27,0.36666666666666664,1.0
gi_primary:EMOT,verbnet:carry,0.05841219425201416,0.0,31,17,0.967741935483871,1.0
gi_primary:Ovrst,induced:procedural_operation,0.058412909507751465,0.016260162601626018,73,52,0.7534246575342466,1.0
gi_primary:EnlGain,verbnet:admit,0.058413147926330566,0.0,55,8,1.0,1.0
framenet:Cotheme,verbnet:begin,0.05841481685638428,0.0,17,9,1.0,1.0
usas:M6,verbnet:assessment,0.058416128158569336,0.0,26,8,0.6923076923076923,1.0
gi_primary:Ritual,induced:person_reference,0.058416783809661865,0.0,33,30,1.0,0.36666666666666664
gi_primary:Try,rid:need,0.05841958522796631,0.0,28,70,0.9642857142857143,1.0
gi_primary:Solve,usas:G2.1,0.058420777320861816,0.0,73,16,0.958904109589041,1.0
gi_primary:Goal,usas:S7.1,0.05842328071594238,0.0,12,24,1.0,0.9583333333333334
usas:T3,wordnet:cognition,0.058425068855285645,0.0,9,17,1.0,1.0
framenet:Communication_response,usas:Q2.1,0.058425188064575195,0.0,9,33,1.0,1.0
framenet:Placing,gi_primary:Object,0.058427393436431885,0.029411764705882353,34,106,1.0,0.9905660377358491
gi_primary:Causal,wordnet:consumption,0.05843228101730347,0.0,15,12,0.6666666666666666,1.0
gi_primary:Know,usas:G2.1,0.05843544006347656,0.0,33,16,0.9090909090909091,1.0
gi_primary:DAV,usas:A7,0.058441877365112305,0.0,281,17,0.9893238434163701,0.8235294117647058
gi_primary:PowLoss,rid:temporal_references,0.05844259262084961,0.0,26,35,1.0,0.7714285714285715
framenet:Self_motion,gi_primary:FormLw,0.05844426155090332,0.0,68,80,1.0,0.9875
gi_primary:Academ,verbnet:force,0.05844533443450928,0.0,14,14,0.9285714285714286,1.0
gi_primary:Know,verbnet:other_cos,0.05844771862030029,0.014084507042253521,33,39,0.9090909090909091,1.0
framenet:Emptying,gi_primary:Weak,0.05844902992248535,0.0,9,100,1.0,0.96
