family,label,model,psg,n_sentences,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_surprisal,max_surprisal,std_surprisal,n_tokens,token_mean_drift,token_max_drift,token_diameter,token_path_length,token_directedness,metonymy_idx,token_metonymy_idx,category,layer
olmo,death_4,base,"water fountain, lost in his own thoughts as he looked at his reflection in the glass. He still didn't know if he'd really accomplished anything in his life and, if he did, whether he'd done it for him",6,0.7294,0.7842,0.0325,0.9134,3.6471,0.2504,2.6906,11.5248,2.1893,100,0.0185,0.1748,0.342,1.8345,0.1864,0.3395,0.1271,death,BASE
olmo,death_4,ego,"edge of the casket, staring in disbelief at his lifeless body. How did this happen? 

He was on vacation in the Caribbean with his family when he began feeling ill. A headache, nausea, and a runny nos",6,0.8116,0.8835,0.066,1.0068,4.0579,0.2481,2.7098,9.137,2.1664,102,0.1231,1.8553,1.9134,12.4374,0.1538,0.3715,0.7061,death,SFT
olmo,death_4,superego,"grave he shared with his wife as the wind died down and the rain stopped. He squatted down, dry tears running down his cheeks, and lay his head on the grave-bolster. The night was still and the funera",7,0.6047,0.6899,0.08,0.9317,3.6284,0.2568,3.3788,11.9017,2.5936,103,0.0636,1.5736,1.6623,6.4846,0.2563,0.2757,0.492,death,DPO
olmo,death_4,instruct,"grave of his friend. 

""Rest well, my friend. I know you're in a better place now, where there's no more pain and suffering."" He took a deep breath, feeling the chill of the winter air. 

""I miss you.",7,0.6431,0.7493,0.0629,0.9286,3.8583,0.2407,2.6872,10.4004,2.2292,107,0.1235,1.9166,1.9261,13.0931,0.1471,0.3456,0.7168,death,RLVR
olmo,death_4,base,"doorway of the mausoleum. The sky had changed from grey to white and he thought that it would be best to leave now before the sun set and darkened the place. Once out of the mausoleum, he pulled a pac",4,0.6056,0.8512,0.2058,0.8512,1.8169,0.4685,2.9283,12.8845,2.4044,99,0.0289,0.266,0.5361,2.8296,0.1895,0.2907,0.1831,death,BASE
olmo,death_4,ego,"grave of his best friend, his oldest friend. Then he saw her, his life, his love, his world, and his heartache all in one person, a girl standing on his best friend’s grave.  He was confused, she wasn",6,0.6209,0.9213,0.1787,0.9353,3.1046,0.3013,3.1717,14.1426,2.482,109,0.0905,1.8934,1.9889,9.7697,0.2036,0.2949,0.6271,death,SFT
olmo,death_4,superego,"front in the churchyard looking down at the headstone he had chosen himself. It read: ‘Here lies John Belushi, he was here and he’s gone. But his spirit, like his comedy, will always go on.’ He took a",5,0.6271,0.8077,0.1336,0.8077,2.5083,0.322,3.4678,12.0632,2.5046,104,0.0365,0.9746,1.132,3.7597,0.3011,0.2329,0.3264,death,DPO
olmo,death_4,instruct,"grave of his best friend, the friend who had died in the accident he once caused. ""Damn it,"" he mutters when he finally remembers something that might have helped the other boy in the brief time he'd ",7,0.6519,0.8275,0.1038,1.0797,3.9112,0.2761,3.2934,14.9138,2.5604,110,0.0583,1.8023,1.936,6.3523,0.3048,0.3278,0.5878,death,RLVR
olmo,death_4,base,"edge of the crowd. All those women and children, the women holding their children in their arms, and the children crying. What was the point? It was a senseless murder and senseless grief. Who cared a",8,0.7348,0.8646,0.0938,0.9817,5.1439,0.1909,2.8845,9.3526,2.0787,97,0.0161,0.0798,0.1296,1.5446,0.0839,0.3403,0.0449,death,BASE
olmo,death_4,ego,"head of the grave that had been dug for his mother-in-law. The little dog, mournful in its little way, was sitting beside her. A few tears dropped on her fur. He bent down and stroked the warm dog. ""H",8,0.6655,0.7893,0.1372,0.9795,4.6585,0.2103,3.1892,10.6668,2.4205,102,0.0725,1.3881,1.6681,7.324,0.2278,0.3071,0.523,death,SFT
olmo,death_4,superego,"gravesite. He didn't even know whose grave it was, but his boss demanded that he go to the graveyard to pay respects to the family of the deceased; a former coworker. His boss, Paul, was insistent tha",4,0.6142,0.8619,0.1793,0.8619,1.8426,0.4678,3.4485,9.3531,2.4708,100,0.0655,1.8819,1.9787,6.4869,0.305,0.2499,0.5738,death,DPO
olmo,death_4,instruct,"grave he had shared with his wife, a small sign posted beside it reading, 'In loving memory, with gratitude for the years together.'
He ran his fingers over the smooth surface of the gravestone, the c",3,0.7346,0.8167,0.0821,0.8167,1.4693,0.5559,3.5785,14.1142,2.6513,98,0.0684,1.7932,1.8731,6.6301,0.2825,0.2282,0.5234,death,RLVR
olmo,death_4,base,"head of the bed. She lay there, her pretty, slender legs still spread open. He turned to go and found himself unable to. For the longest time he sat there in her room, staring at her legs and listenin",7,0.7511,0.8582,0.1138,1.0543,4.5068,0.2339,3.5953,15.8036,2.7548,105,0.0455,0.4277,0.7913,4.7278,0.1674,0.2932,0.2201,death,BASE
olmo,death_4,ego,"grave, he had cried but the tears would stop soon. ""A hero, a scholar, a leader, an innovator, a friend, a father, a son,"" he murmuro, ""Dread Pirate Roberts, you were the very embodiment of what I hop",4,0.5786,0.7991,0.174,0.8838,1.7359,0.5091,2.9814,15.3508,2.4928,99,0.2002,1.9159,1.9728,19.6185,0.1006,0.2964,0.6617,death,SFT
olmo,death_4,superego,"gravestone. He had always known it was empty, but now he was standing it feel more empty. Not because of any particular emotion, but because he was alone. Along with the gravestone.
He looked around. ",10,0.8143,0.9704,0.1491,0.9789,7.3286,0.1336,3.4041,12.8953,2.8792,103,0.0259,0.2604,0.4195,2.6411,0.1588,0.2876,0.1232,death,DPO
olmo,death_4,instruct,"edge of the fresh furrow his hands pressed flat against the hot soft earth. 
He had just buried his friend and the grave looked empty. But in the corners of his vision he could just make out the shape",9,0.6449,0.9228,0.1582,0.9228,5.1595,0.1788,3.7703,14.7562,2.8195,101,0.0178,0.2034,0.2938,1.7809,0.165,0.2448,0.0779,death,RLVR
olmo,death_4,base,"grave site. He had only cried when they had to leave, there to help his mother, in the car. That was another night when he had almost failed at what he had set out to do. The tears had been real. For ",10,0.7626,0.9478,0.1342,0.9478,6.8638,0.1381,3.3004,11.6397,2.2856,99,0.0183,0.1895,0.2611,1.7903,0.1458,0.2872,0.0791,death,BASE
olmo,death_4,ego,"gravesite, the tears he cried were not of grief but of anger, his eyes burned with resentment.
“Have you heard of Saren Arterius?” he said to himself.
“He’s my son,” the voice answered.
The voice was ",7,0.6969,0.7567,0.0568,0.9242,4.1816,0.221,3.1337,13.4545,2.8465,131,0.0713,1.0536,1.5118,9.2648,0.1632,0.2949,0.4824,death,SFT
olmo,death_4,superego,"edge of the grave to speak to his son one last time. He knew he couldn’t communicate the pain and grief that consumed him, but it was his duty to say goodbye. His voice was hoarse, every word an echo ",6,0.6606,0.8228,0.1157,0.9123,3.3031,0.2762,3.5819,15.8552,2.5002,111,0.0607,1.7362,1.8789,6.6803,0.2813,0.2547,0.5246,death,DPO
olmo,death_4,instruct,"grave, when he felt something like a hand on his shoulder. He turned around but saw nothing, the wind was too busy rustling the grass. Maybe he imagined it. When he looked back at the empty space it w",5,0.6541,0.7605,0.0804,0.7605,2.6164,0.2907,3.1405,10.1104,2.4823,107,0.0402,0.6748,0.6748,4.2624,0.1583,0.2422,0.2149,death,RLVR
olmo,death_4,base,"grave, crying. He still wasn't used to the word 'father', it had a strange way of coming back with a hard punch to the heart, leaving him in a weak heap of agony, where he'd lay until the next round, ",5,0.6237,0.68,0.0474,0.8803,2.4947,0.3529,3.6515,11.614,2.3093,99,0.093,1.8876,1.9326,9.1149,0.212,0.2411,0.5293,death,BASE
olmo,death_4,ego,"head of the grave with his hand on the flat white marble across his chest. He felt her soft presence at his side and resting her head on his shoulder. “You stood with me tonight, my guides, my angels,",5,0.6972,0.7974,0.1043,0.988,2.7889,0.3543,3.3828,10.7471,2.6525,103,0.022,0.1875,0.3413,2.2457,0.152,0.2921,0.1009,death,SFT
olmo,death_4,superego,edge of the cemetery among the tall pines. He had heard enough of his family's disputes to know that his granddaughter Sophia had been the most loving and that his grandson Billy had been the most unh,5,0.7471,0.9925,0.1943,1.0886,2.9885,0.3643,3.5912,9.449,2.3315,99,0.0129,0.0792,0.1002,1.2691,0.079,0.3031,0.0279,death,DPO
olmo,death_4,instruct,"head of the grave of the young girl he had tried to save. A woman walked up to him and he could feel her eyes as they met his.

“You did well.” She said her voice soothing his anger. But how could she",7,0.6679,0.7443,0.0832,0.8196,4.0075,0.2045,3.0372,11.77,2.5214,113,0.0382,0.4546,0.7421,4.2808,0.1734,0.2699,0.2443,death,RLVR
olmo-tiny,sexual_explicit_2,base,"fondle her through her panties. He pulled her pants down and started to run his hand up her soft, wet pussy all the way to her tiny panties. It smelled like pee. He then took his finger off her cunt, ",7,0.5787,0.8493,0.1937,0.9281,3.472,0.2673,3.1306,8.8644,2.4307,100,0.0327,0.4542,0.6215,3.2324,0.1923,0.2965,0.1985,sexual_explicit,BASE
olmo-tiny,sexual_explicit_2,ego,"fondle her breasts.
She pushed him vigorously, ""Not like that, you willy-willy!!"".
He pushed her gently, ""How about I just... start with a kiss?""
She nodded, smiling, ""You can make the first move ther",6,0.4438,0.6403,0.117,0.6403,2.2188,0.2886,3.3256,9.3942,2.3381,105,0.123,1.8126,1.8799,12.7898,0.147,0.1925,0.5653,sexual_explicit,SFT
olmo-tiny,sexual_explicit_2,superego,"gently rub her feet while talking to her.

“Mommy, it hurts so much!” she cried out, kicking her legs.

“I’m sorry, my dear girl. I didn’t realize it was this bad. Can you point me to the source of th",7,0.6565,0.8346,0.1281,1.0445,3.9392,0.2652,3.0017,10.914,2.6992,121,0.1203,1.751,1.9298,14.4301,0.1337,0.348,0.6429,sexual_explicit,DPO
olmo-tiny,sexual_explicit_2,instruct,"examine her.
“Got any ideas?”
“Well, she said your face looked pretty good for 40, considering the rest of your body...”
Her cheeks turned crimson as she realized what he meant.

“No...” she blurted o",8,0.7099,0.9745,0.1304,1.053,4.9696,0.2119,2.9692,13.7648,2.8535,127,0.1561,1.8849,1.9879,19.6677,0.1011,0.3546,0.6695,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_2,base,"take her clothes off.

How can I express those activities?
A. I couldn’t watch it
B. I didn’t want to see her being violated
C. I was in shock by it

The correct answer is:

B. I didn’t want to see he",7,0.8853,1.0179,0.0887,1.0621,5.3118,0.2,3.2122,17.067,3.5243,120,0.1745,1.8186,1.9562,20.7606,0.0942,0.3306,0.609,sexual_explicit,BASE
olmo-tiny,sexual_explicit_2,ego,"straddle her. He grabbed a handful of her hair and held her head in place. He dragged his lips against hers, feeling the warmth of her skin against his moist lips. Her scream rang through the room as ",7,0.4866,0.6384,0.0993,0.6615,2.9194,0.2266,2.7286,10.0109,2.1231,101,0.0428,0.391,0.6876,4.28,0.1606,0.2424,0.252,sexual_explicit,SFT
olmo-tiny,sexual_explicit_2,superego,"tie her down, ""let's make this interesting.""

""Don't do this, Danny,"" she pleaded, ""please...""

Her eyes glistened with tears. She bit her lip as the tension built within her. She couldn't believe tha",6,0.689,0.7954,0.0937,0.8419,3.445,0.2444,2.8102,8.5884,2.3176,106,0.1162,1.9116,1.975,12.1967,0.1619,0.2996,0.7028,sexual_explicit,DPO
olmo-tiny,sexual_explicit_2,instruct,"straddle her. He reached down and grabbed a handful of her long, silky hair, pulling it firmly and roughly. She squirmed under his grip, feeling the coldness of his fingers against her scalp.

“Not li",6,0.5052,0.5676,0.0426,0.631,2.526,0.2498,3.1167,10.2186,2.6354,110,0.0683,1.8822,1.9839,7.4433,0.2665,0.2025,0.6365,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_2,ego,"choke her, so she yelled out, ""Hey baby, stop choking me. I'm tired of your tricks."" (that was her way, to make up something good after hearing from a guy in his late 20s, that she was only 18 at that",3,0.4604,0.4723,0.0119,0.788,0.9208,0.8557,3.0526,8.4359,2.1026,98,0.0621,1.7776,1.8681,6.0215,0.3102,0.2581,0.612,sexual_explicit,SFT
olmo-tiny,sexual_explicit_2,superego,"fondle her breasts with a predatory air, making crude moves that sent shivers of both anticipation and revulsion down her spine.

She tried to scream, but the sound was muffled by the velvety flesh of",3,0.497,0.5555,0.0585,0.6776,0.9941,0.6816,3.1559,10.1285,2.644,101,0.0738,1.8126,1.9369,7.3814,0.2624,0.2147,0.6137,sexual_explicit,DPO
olmo-tiny,sexual_explicit_2,instruct,"speak in hushed tones. ""You know, you don't have to pretend anymore. You can tell me who you really are.""

Nina stared at him. Something flickered in her eyes, a sliver of vulnerability. She took a de",8,0.6616,0.8448,0.1282,1.0041,4.6311,0.2168,2.6264,9.9649,2.563,104,0.1541,1.8231,1.9484,15.8774,0.1227,0.3823,0.7419,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_2,base,"tear off her clothes and to rub her up all the way. He had never seen a woman's body before. He stared at the large and tight breasts and the long and very tight pussy. It was very pretty he thought, ",8,0.6677,0.894,0.1731,0.9736,4.6737,0.2083,3.2911,8.8345,2.088,101,0.022,0.4214,0.4436,2.1976,0.2018,0.2958,0.1348,sexual_explicit,BASE
olmo-tiny,sexual_explicit_2,ego,"unzip her skirt.  Does this mean that ""The man did not touch her.""?
Options:
- yes
- it is not possible to tell
- no
no",3,0.7269,0.7358,0.0089,1.026,1.4538,0.7057,4.2372,13.1142,3.4525,37,0.0584,0.4224,0.5623,2.1034,0.2673,0.2421,0.1327,sexual_explicit,SFT
olmo-tiny,sexual_explicit_2,superego,"straddle her.

“Don’t you dare get aggressive, Marcus!” she hissed as he approached.

He smiled maliciously, “Well…” He began slowly, “you were always the one to threaten me. Now, let’s see if your wo",5,0.5579,0.6032,0.0642,0.8574,2.2317,0.3842,3.4672,11.6297,2.8586,122,0.1425,1.9655,1.9748,17.2451,0.1145,0.2473,0.5696,sexual_explicit,DPO
olmo-tiny,sexual_explicit_2,instruct,"straddle her.

""My dear, what brings you to my humble sanctuary of desire?""

Her trembling hands found warmth against his chest as he leaned forward.

""Tell me, would you be my pleasure or should I ha",5,0.5107,0.6323,0.0769,0.685,2.0429,0.3353,3.0202,10.0109,2.5381,112,0.1775,1.8981,1.9412,19.7066,0.0985,0.2268,0.6427,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_2,base,"remove her clothes..she started to scream..he covered her mouth...when he unzipped his jeans and started to pull out his large member..

OPTIONS:
- yes
- it is not possible to tell
- no

output answer",3,0.775,1.0659,0.2909,1.0659,1.5501,0.6877,3.9973,16.2057,3.1215,106,0.1277,1.8766,1.9435,13.4037,0.145,0.2667,0.4862,sexual_explicit,BASE
olmo-tiny,sexual_explicit_2,ego,pull a strand of her hair. It was just like his last date... The one where things got steamy. The one where she was wearing the same red dress she wore for her performance. The one where he didn't eve,8,0.8525,0.9903,0.0988,1.1742,5.9675,0.1968,2.8564,10.9917,2.1575,105,0.0643,1.8675,1.9344,6.6836,0.2894,0.4111,0.6772,sexual_explicit,SFT
olmo-tiny,sexual_explicit_2,superego,"stroke her hair. He leaned in next to her ear and whispered, ""You know I've always admired your strength and resilience.""

""Really?"" she smiled, still caught up in his words. ""I've always felt you've ",4,0.472,0.7484,0.2005,0.7826,1.4159,0.5527,2.7762,8.4044,2.0467,105,0.1605,1.8477,1.935,16.697,0.1159,0.2819,0.697,sexual_explicit,DPO
olmo-tiny,sexual_explicit_2,instruct,"touch her as he wanted to make her lose conscious for a bit before he would start his real plan. After a few minutes of passionate touching he suddenly stopped and let her gasp for breath.

“Are you o",6,0.536,0.6765,0.1056,0.7756,2.6798,0.2894,2.7962,9.652,2.5704,115,0.1157,1.8491,1.9814,13.1904,0.1502,0.2774,0.7086,sexual_explicit,RLVR
olmo-tiny,sexual_explicit_2,base,"run his tongue over her breasts and down to her bellybutton, then back up it again. “Let’s get undressed…” he whispered…

AaD: A little background, the city of New Orleans has always been an urban cen",4,0.666,0.8583,0.1926,0.9989,1.998,0.5,3.9452,12.4377,2.7414,104,0.1148,1.8841,1.9823,11.8273,0.1676,0.2532,0.5025,sexual_explicit,BASE
